MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
"Brudenell, Lyndoch and Raglan Tp",Quade,Kevin,Local Councillor,245,968,Elected,No,No,No
"Brudenell, Lyndoch and Raglan Tp",Banks,Wayne,Local Councillor,232,936,Elected,Yes,Yes,No
"Brudenell, Lyndoch and Raglan Tp",Keller,Sheldon,Local Councillor,319,936,Elected,Yes,No,No
Burk's Falls V,Hope,Chris,Mayor,176,305,Elected,No,No,No
Burk's Falls V,Wilson,John,Local Councillor,168,983,Elected,Yes,Yes,No
Burk's Falls V,Baptiste,Ryan,Local Councillor,127,983,Elected,No,No,No
Burk's Falls V,Brandt,Ashley,Local Councillor,142,983,Elected,No,No,No
Burk's Falls V,Cotton,Sean,Local Councillor,147,983,Elected,No,No,No
Burlington C,Meed Ward,Marianne,Mayor,30135,38661,Elected,Yes,Yes,No
Burlington C,Galbraith,Kelvin,Local and Regional Councillor,4155,6559,Elected,Yes,Yes,No
Burlington C,Kearns,Lisa,Local and Regional Councillor,4453,6201,Elected,Yes,Yes,No
Burlington C,Nisan,Rory,Local and Regional Councillor,3190,4988,Elected,Yes,Yes,No
Burlington C,Stolte,Shawna,Local and Regional Councillor,3591,7639,Elected,Yes,Yes,No
Burlington C,Sharman,Paul,Local and Regional Councillor,3852,6544,Elected,Yes,Yes,No
Burlington C,Bentivegna,Angelo,Local and Regional Councillor,3678,6019,Elected,Yes,Yes,No
Burpee and Mills Tp,Noland,Ken,Reeve,,,Acclaimed,Yes,Yes,
Burpee and Mills Tp,Hayden,Arthur F.,Local Councillor,123,605,Elected,Yes,Yes,No
Burpee and Mills Tp,Middleton,Kim,Local Councillor,120,605,Elected,No,No,No
Burpee and Mills Tp,Deeg,David,Local Councillor,92,605,Elected,No,No,No
Burpee and Mills Tp,Morrell,Roger,Local Councillor,84,605,Elected,No,No,No
Caledon T,Groves,Annette,Mayor,10270,17794,Elected,Yes,No,No
Caledon T,Kiernan,Lynn,Local Councillor,1524,2955,Elected,Yes,Yes,No
Caledon T,Sheen,Dave,Local Councillor,1559,3800,Elected,No,No,No
Caledon T,Maskell,Doug,Local Councillor,980,2371,Elected,No,No,No
Caledon T,de Boer,Nick,Local Councillor,1085,2050,Elected,Yes,Yes,No
Caledon T,Rosa,Tony,Local Councillor,2414,3625,Elected,Yes,Yes,No
Caledon T,Napoli,Cosimo,Local Councillor,1131,2541,Elected,No,No,No
Caledon T,Early,Christina,Local and Regional Councillor,3911,9122,Elected,Yes,No,No
Caledon T,Russo,Mario,Local and Regional Councillor,3365,8136,Elected,No,No,No
Callander M,Noon,Robb,Mayor,674,1653,Elected,Yes,Yes,No
Callander M,Smit,Irene,Local Councillor,818,4567,Elected,Yes,Yes,No
Callander M,Carr,Jordy,Local Councillor,1041,4567,Elected,Yes,Yes,No
Callander M,Dell,Mike,Local Councillor,833,4567,Elected,No,No,No
Callander M,McMartin,Grant,Local Councillor,780,4567,Elected,No,No,No
Calvin Tp,Gould,Richard,Mayor,292,358,Elected,No,No,No
Calvin Tp,Adams,Debbie,Local Councillor,197,1217,Elected,No,No,No
Calvin Tp,Grant,Dean,Local Councillor,172,1217,Elected,No,No,No
Calvin Tp,Moreton,Bill,Local Councillor,188,1217,Elected,No,No,No
Calvin Tp,Latimer,Robert,Local Councillor,150,1217,Elected,No,No,No
Cambridge C,Liggett,Jan,Mayor,12567,27190,Elected,Yes,No,No
Cambridge C,Hamilton,Scott,Local Councillor,1514,2228,Elected,Yes,Yes,No
Cambridge C,Devine,Mike,Local Councillor,2343,3803,Elected,Yes,Yes,No
Cambridge C,Ermeta,Nicholas,Local Councillor,2295,3633,Elected,Yes,Yes,No
Cambridge C,Reid,Donna,Local Councillor,1108,3158,Elected,Yes,Yes,No
Cambridge C,Kimpson,Corey,Local Councillor,1152,3099,Elected,No,No,No
Cambridge C,Earnshaw,Ross,Local Councillor,1215,3081,Elected,No,No,No
Cambridge C,Roberts,Sheri,Local Councillor,1550,4044,Elected,No,No,No
Cambridge C,Cooper,Adam,Local Councillor,1336,3793,Elected,No,No,No
Carleton Place T,Randell,Edward,Mayor,1962,3950,Elected,Yes,No,No
Carleton Place T,Seccaspina,Linda,Local Councillor,2469,17155,Elected,Yes,Yes,No
Carleton Place T,Atkinson,Jeff,Local Councillor,1952,17155,Elected,Yes,Yes,No
Carleton Place T,Comley,Dena,Local Councillor,1889,17155,Elected,No,No,No
Carleton Place T,Cavanagh,Sarah,Local Councillor,1655,17155,Elected,No,No,No
Carleton Place T,Hinton,Mark,Local Councillor,1507,17155,Elected,No,No,No
Carleton Place T,Tennant,Andrew,Deputy Mayor,2393,3946,Elected,Yes,No,No
Carling Tp,Murphy,Susan,Mayor,664,1401,Elected,Yes,No,No
Carling Tp,Doubrough,Al,Local Councillor,680,4597,Elected,No,No,No
Carling Tp,Cook,Lisa,Local Councillor,727,4597,Elected,No,No,No
Carling Tp,Kelly,Bruce,Local Councillor,764,4597,Elected,No,No,No
Carling Tp,Wing,Pam,Local Councillor,644,4597,Elected,No,No,No
Carlow-Mayo Tp,Wallace,Randy,Mayor,350,597,Elected,No,No,No
Carlow-Mayo Tp,Ruddy,Elson,Local Councillor,160,589,Elected,No,No,No
Carlow-Mayo Tp,Stewart,Pam,Local Councillor,215,589,Elected,No,No,No
Carlow-Mayo Tp,Dillabough,Richard,Local Councillor,193,504,Elected,Yes,Yes,No
Carlow-Mayo Tp,Stewart,Eldon,Local Councillor,226,504,Elected,Yes,Yes,No
Casey Tp,Labonté,Guy,Reeve,,,Acclaimed,Yes,Yes,No
Casey Tp,Trudel,Bruno,Local Councillor,60,243,Elected,Yes,Yes,No
Casey Tp,Boucher,Suzanne,Local Councillor,56,243,Elected,Yes,Yes,No
Casey Tp,Little,Janet,Local Councillor,46,243,Elected,Yes,Yes,No
Casey Tp,Dénommé,Jessie,Local Councillor,41,243,Elected,No,No,No
Casselman M,Lajoie,Geneviève,Mayor,1029,1797,Elected,No,No,No
Casselman M,Groulx,Paul,Local Councillor,1227,6260,Elected,Yes,Yes,No
Casselman M,LeBlanc,Francyn,Local Councillor,1107,6260,Elected,Yes,Yes,No
Casselman M,Charron,Anik,Local Councillor,1010,6260,Elected,No,No,No
Casselman M,Cléroux,Sylvain,Local Councillor,819,6260,Elected,No,No,No
Cavan Monaghan Tp,Graham,Matthew,Mayor,2120,3565,Elected,Yes,No,No
Cavan Monaghan Tp,Edgerton,Nelson,Local Councillor,470,811,Elected,No,No,No
Cavan Monaghan Tp,Byrne,Gerry,Local Councillor,464,1241,Elected,No,No,No
Cavan Monaghan Tp,Nachoff,Lance,Local Councillor,469,1513,Elected,No,No,No
Cavan Monaghan Tp,Huntley,Ryan,Deputy Mayor,2001,3565,Elected,Yes,No,No
Central Elgin M,Sloan,Andrew,Mayor,1807,4172,Elected,No,No,No
Central Elgin M,Graham,Michelle,Local Councillor,981,1407,Elected,No,No,No
Central Elgin M,Halpin,Morgaine,Local Councillor,321,906,Elected,No,No,No
Central Elgin M,Watson,Norman,Local Councillor,331,583,Elected,No,No,No
Central Elgin M,Conners,David,Local Councillor,344,567,Elected,No,No,No
Central Elgin M,Baughman,Dave,Local Councillor,363,617,Elected,No,No,No
Central Elgin M,Noble,Todd,Deputy Mayor,1740,3991,Elected,No,No,No
Central Frontenac Tp,Smith,Frances,Mayor,,,Acclaimed,Yes,Yes,No
Central Frontenac Tp,Klages,C. Lynn,Local Councillor,386,1277,Elected,No,No,No
Central Frontenac Tp,Kelsey,Cindy,Local Councillor,357,1277,Elected,Yes,Yes,No
Central Frontenac Tp,Everett,Bill,Local Councillor,296,909,Elected,No,No,No
Central Frontenac Tp,Meeks,Danny,Local Councillor,384,909,Elected,No,No,No
Central Frontenac Tp,Irwin,Susan,Local Councillor,413,1321,Elected,No,No,No
Central Frontenac Tp,Middleton,Craig,Local Councillor,400,1321,Elected,No,No,No
Central Frontenac Tp,Gowdy,Nicki,Local Councillor,429,1088,Elected,Yes,Yes,No
Central Frontenac Tp,Smith,Phillip,Local Councillor,280,1088,Elected,Yes,Yes,No
Central Huron M,Ginn,Jim,Mayor,1257,2404,Elected,Yes,Yes,No
Central Huron M,Colquhoun,Danny,Local Councillor,934,3926,Elected,Yes,Yes,No
Central Huron M,Lobb,Alison,Local Councillor,,,Acclaimed,Yes,Yes,No
Central Huron M,Robinson,Adam,Local Councillor,,,Acclaimed,Yes,Yes,No
Central Huron M,Russo,Michael,Local Councillor,,,Acclaimed,Yes,Yes,No
Central Huron M,Cox,Jennifer,Local Councillor,1127,3926,Elected,No,No,No
Central Huron M,Smith,Everett,Local Councillor,923,3926,Elected,No,No,No
Central Huron M,Anderson,Marg,Deputy Mayor,1477,2378,Elected,Yes,No,No
Central Manitoulin M,Stephens,Richard,Mayor,533,1303,Elected,Yes,Yes,No
Central Manitoulin M,Diebolt,Rosemarie,Local Councillor,141,428,Elected,Yes,Yes,No
Central Manitoulin M,Scott,William Dale,Local Councillor,,,Acclaimed,Yes,Yes,No
Central Manitoulin M,Stephens,Derek,Local Councillor,,,Acclaimed,Yes,Yes,No
Central Manitoulin M,Mitchell,Brian,Local Councillor,,,Acclaimed,No,No,No
Central Manitoulin M,Bisaillon,John,Local Councillor,,,Acclaimed,No,No,No
Central Manitoulin M,Farquhar,Linda,Local Councillor,165,428,Elected,No,No,No
Centre Hastings M,Deline,Tom,Mayor,,,Acclaimed,Yes,Yes,No
Centre Hastings M,Bonter,Jim,Local Councillor,669,,Elected,Yes,Yes,No
Centre Hastings M,McLaughlin,Kevin,Local Councillor,936,,Elected,Yes,Yes,No
Centre Hastings M,Kerby,Mike,Local Councillor,950,,Elected,Yes,Yes,No
Centre Hastings M,Sandford,Eric,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Centre Wellington Tp,Watters,Shawn,Mayor,4105,9110,Elected,No,No,No
Centre Wellington Tp,MacDonald,Lisa,Local Councillor,1655,2072,Elected,No,No,No
Centre Wellington Tp,Jefferson,Kimberley,Local Councillor,592,1074,Elected,No,No,No
Centre Wellington Tp,Lustgarten-Evoy,Barbara,Local Councillor,786,1895,Elected,No,No,No
Centre Wellington Tp,Adams,Jennifer,Local Councillor,1275,1703,Elected,No,No,No
Centre Wellington Tp,Wilton,Bronwynne,Local Councillor,1087,1321,Elected,No,No,No
Centre Wellington Tp,Craddock,Denis,Local Councillor,412,746,Elected,No,No,No
Chamberlain Tp,Stewart,Kerry,Reeve,,,Acclaimed,Yes,Yes,
Chamberlain Tp,Guenette,Gerard,Local Councillor,,,Acclaimed,Yes,Yes,
Chamberlain Tp,Osborne,Kelly,Local Councillor,,,Acclaimed,Yes,Yes,
Chamberlain Tp,Knott,Bruce,Local Councillor,,,Acclaimed,No,No,
Chamberlain Tp,Giesen,Tracey,Local Councillor,,,Acclaimed,No,No,
Champlain Tp,Riopel,Normand,Mayor,,,Acclaimed,Yes,Yes,No
Champlain Tp,Barton,Peter,Local Councillor,619,1362,Elected,Yes,Yes,No
Champlain Tp,Duval,Paul Emile,Local Councillor,636,1362,Elected,No,No,No
Champlain Tp,Lalonde,Michel,Local Councillor,,,Acclaimed,Yes,Yes,No
Champlain Tp,Roy,André,Local Councillor,,,Acclaimed,Yes,Yes,No
Champlain Tp,Burroughs,Paul,Local Councillor,572,1400,Elected,No,No,No
Champlain Tp,Clément,Ginette,Local Councillor,369,1400,Elected,No,No,No
Champlain Tp,Bigelow,Sarah,Local Councillor,,,Acclaimed,Yes,Yes,No
Champlain Tp,Miner,Gérard 'Gerry',Local Councillor,,,Acclaimed,Yes,Yes,No
Chapleau Tp,Bignucolo,Ryan,Mayor,,,Acclaimed,No,No,
Chapleau Tp,Bernier,Lisi,Local Councillor,,,Acclaimed,Yes,Yes,
Chapleau Tp,Ansara,Catherine,Local Councillor,,,Acclaimed,No,No,
Chapleau Tp,Bernier,Paul,Local Councillor,,,Acclaimed,No,No,
Chapleau Tp,Lambruschini,Alex,Local Councillor,,,Acclaimed,No,No,
Chapple Tp,Gibson,James,Reeve,,,Acclaimed,Yes,No,No
Chapple Tp,Neilson,Rick,Local Councillor,69,81,Elected,Yes,Yes,No
Chapple Tp,Schram,Philip,Local Councillor,77,81,Elected,Yes,Yes,No
Chapple Tp,Wilson,Ken,Local Councillor,67,81,Elected,Yes,Yes,No
Chapple Tp,Neilson,Trish,Local Councillor,51,81,Elected,No,No,No
Charlton-Dack M,Parkin,Sandra,Reeve,,,Acclaimed,Yes,No,No
Charlton-Dack M,Laurila,William Jr.,Local Councillor,,,Acclaimed,Yes,Yes,No
Charlton-Dack M,Veerman,Debbie,Local Councillor,,,Acclaimed,Yes,Yes,No
Charlton-Dack M,Brownlee,Christine,Local Councillor,,,Acclaimed,No,No,No
Charlton-Dack M,Saunders,Gordon,Local Councillor,,,Acclaimed,No,No,No
Chatham-Kent M,Canniff,Darrin,Mayor,17981,23933,Elected,Yes,Yes,No
Chatham-Kent M,Bondy,Michael,Local Councillor,5146,51522,Elected,Yes,Yes,No
Chatham-Kent M,Ceccacci,Anthony,Local Councillor,3214,11439,Elected,Yes,Yes,No
Chatham-Kent M,Crew,Marjorie,Local Councillor,5056,51522,Elected,Yes,Yes,No
Chatham-Kent M,Finn,Amy,Local Councillor,3900,51522,Elected,Yes,Yes,No
Chatham-Kent M,Hall,Aaron,Local Councillor,,,Acclaimed,Yes,Yes,No
Chatham-Kent M,Harrigan,Melissa,Local Councillor,1399,3802,Elected,Yes,Yes,No
Chatham-Kent M,McGrail,Jamie,Local Councillor,1506,5375,Elected,Yes,Yes,No
Chatham-Kent M,McGregor,Carmen,Local Councillor,,,Acclaimed,Yes,Yes,No
Chatham-Kent M,McGregor,Brock,Local Councillor,5329,51522,Elected,Yes,Yes,No
Chatham-Kent M,Pinsonneault,Steve,Local Councillor,2049,5468,Elected,Yes,Yes,No
Chatham-Kent M,Thompson,Trevor,Local Councillor,2909,11439,Elected,Yes,Yes,No
Chatham-Kent M,Wright,John,Local Councillor,1727,5468,Elected,Yes,Yes,No
Chatham-Kent M,Anderson,Lauren,Local Councillor,1331,3802,Elected,No,No,No
Chatham-Kent M,Doyle,Ryan,Local Councillor,2083,11439,Elected,No,No,No
Chatham-Kent M,Jubenville,Rhonda,Local Councillor,1046,5375,Elected,No,No,No
Chatham-Kent M,Allin,Conor,Local Councillor,5095,51522,Elected,No,No,No
Chatham-Kent M,Storey,Alysson,Local Councillor,4776,51522,Elected,No,No,No
Chatsworth Tp,Mackey,Scott,Mayor,1870,2230,Elected,Yes,Yes,No
Chatsworth Tp,Greig,Shawn,Local Councillor,,,Acclaimed,Yes,Yes,
Chatsworth Tp,Thompson,Elizabeth,Local Councillor,,,Acclaimed,Yes,Yes,
Chatsworth Tp,Whitten,Peter James,Local Councillor,,,Acclaimed,No,No,
Chatsworth Tp,McKay,Terry,Deputy Mayor,1221,2215,Elected,No,No,No
Chisholm Tp,Degagne,Gail,Mayor,,,Acclaimed,Yes,Yes,No
Chisholm Tp,Kerr,Bernadette,Local Councillor,230,1350,Elected,Yes,Yes,No
Chisholm Tp,Scarfone,Nunzio,Local Councillor,235,1350,Elected,Yes,Yes,No
Chisholm Tp,Riley,Claire,Local Councillor,240,1350,Elected,No,No,No
Chisholm Tp,Sharp,Paul,Local Councillor,263,1350,Elected,No,No,No
Clarence-Rockland C,Zanth,Mario,Mayor,4874,8901,Elected,Yes,Yes,No
Clarence-Rockland C,Cyr,Kyle,Local Councillor,727,1410,Elected,Yes,Yes,No
Clarence-Rockland C,Fournier,Stephane,Local Councillor,852,1103,Elected,No,No,No
Clarence-Rockland C,Grimard,Carl,Local Councillor,,,Acclaimed,Yes,Yes,
Clarence-Rockland C,Cardarelli,Samuel,Local Councillor,780,1438,Elected,Yes,Yes,No
Clarence-Rockland C,Lalonde,André J.,Local Councillor,426,947,Elected,Yes,Yes,No
Clarence-Rockland C,Peladeau-Houle,Simon-Olivier,Local Councillor,450,698,Elected,No,No,No
Clarence-Rockland C,Stewart,Trevor,Local Councillor,777,1073,Elected,No,No,No
Clarence-Rockland C,Choiniere,Diane,Local Councillor,443,868,Elected,Yes,Yes,No
Clarington M,Foster,Adrian,Mayor,8607,20505,Elected,Yes,Yes,No
Clarington M,Elhajjeh,Sami,Local Councillor,2800,6442,Elected,No,No,No
Clarington M,Rang,Lloyd,Local Councillor,2795,5961,Elected,No,No,No
Clarington M,Traill,Corinna,Local Councillor,2115,3978,Elected,Yes,Yes,No
Clarington M,Zwart,Margaret,Local Councillor,2103,4124,Elected,Yes,Yes,No
Clarington M,Anderson,Granville,Local and Regional Councillor,5290,12403,Elected,Yes,Yes,No
Clarington M,Woo,Willie,Local and Regional Councillor,,,Acclaimed,No,No,No
Clearview Tp,Measures,Doug,Mayor,,,Acclaimed,Yes,Yes,
Clearview Tp,Dineen,Phyllis,Local Councillor,606,788,Elected,Yes,Yes,
Clearview Tp,McArthur,Robert,Local Councillor,618,1029,Elected,No,No,
Clearview Tp,Broderick,John,Local Councillor,307,734,Elected,Yes,Yes,
Clearview Tp,Walker,Robert,Local Councillor,311,751,Elected,Yes,Yes,
Clearview Tp,Beelen,Marty,Local Councillor,532,739,Elected,No,No,
Clearview Tp,Van Staveren,Paul,Deputy Mayor,2402,4033,Elected,No,No,
Cobalt T,Gibson,Mita,Mayor,135,369,Elected,No,No,No
Cobalt T,Hughes,Garry,Local Councillor,192,1666,Elected,Yes,Yes,No
Cobalt T,Anderson,Pat,Local Councillor,150,1666,Elected,Yes,Yes,No
Cobalt T,Wilcox,Douglas,Local Councillor,193,1666,Elected,Yes,Yes,No
Cobalt T,Starchuk,Jim,Local Councillor,190,1666,Elected,No,No,No
Cobalt T,Cooper,Harry,Local Councillor,161,1666,Elected,No,No,No
Cobalt T,Hunter,Angela Tamara,Local Councillor,159,1666,Elected,No,No,No
Cobourg T,Cleveland,Lucas,Mayor,3391,6757,Elected,No,No,No
Cobourg T,Bureau,Adam,Local Councillor,4111,27305,Elected,Yes,Yes,No
Cobourg T,Darling,Brian,Local Councillor,3761,27305,Elected,Yes,Yes,No
Cobourg T,Burchat,Aaron,Local Councillor,3412,27305,Elected,Yes,Yes,No
Cobourg T,Mutton,Miriam,Local Councillor,3260,27305,Elected,No,No,No
Cobourg T,Barber,Randy,Local Councillor,2532,27305,Elected,No,No,No
Cobourg T,Beatty,Nicole,Deputy Mayor,3817,6740,Elected,Yes,No,No
Cochrane T,Politis,Peter,Mayor,1397,2036,Elected,No,No,No
Cochrane T,Hoogenhoud,Rodney,Local Councillor,1445,9166,Elected,Yes,Yes,No
Cochrane T,Brunet,Daniel,Local Councillor,1321,9166,Elected,No,No,No
Cochrane T,Recoskie,Marck H.,Local Councillor,1414,9166,Elected,No,No,No
Cochrane T,Nelson,Susan Daisy,Local Councillor,1171,9166,Elected,No,No,No
Cochrane T,Charron-Lemieux,Sylvie,Local Councillor,1493,9166,Elected,No,No,No
Cochrane T,Bouvier,France,Local Councillor,1219,9166,Elected,No,No,No
Cockburn Island Tp,Jones,Brenda,Mayor,65,128,Elected,Yes,Yes,No
Cockburn Island Tp,Stewart,Scott,Local Councillor,68,129,Elected,Yes,Yes,No
Cockburn Island Tp,Chappell,Lee,Local Councillor,70,129,Elected,No,No,No
Cockburn Island Tp,House,Jeff,Local Councillor,107,129,Elected,No,No,No
Cockburn Island Tp,Lacombe,Simon,Local Councillor,62,129,Elected,No,No,No
Coleman Tp,Cleroux,Dan,Mayor,235,442,Elected,Yes,Yes,No
Coleman Tp,Cote,Susan,Local Councillor,259,1768,Elected,Yes,Yes,No
Coleman Tp,Perry,Lois,Local Councillor,238,1768,Elected,Yes,Yes,No
Coleman Tp,Lubbock,Marilyn,Local Councillor,197,1768,Elected,No,No,No
Coleman Tp,O'Reilly,Chris,Local Councillor,196,1768,Elected,No,No,No
Collingwood T,Hamlin,Yvonne,Mayor,3469,8692,Elected,Yes,No,No
Collingwood T,Jeffery,Kathy,Local Councillor,5615,44855,Elected,Yes,Yes,No
Collingwood T,Doherty,Deb,Local Councillor,5350,44855,Elected,Yes,Yes,No
Collingwood T,Houston,Brandon,Local Councillor,4822,44855,Elected,No,No,No
Collingwood T,Potts,Chris,Local Councillor,4267,44855,Elected,No,No,No
Collingwood T,Ring,Rob,Local Councillor,4032,44855,Elected,No,No,No
Collingwood T,Baines,Christopher,Local Councillor,3854,44855,Elected,No,No,No
Collingwood T,Perry,Steve,Local Councillor,3351,44855,Elected,No,No,No
Collingwood T,Fryer,Tim,Deputy Mayor,5804,8270,Elected,No,No,No
Conmee Tp,Maxwell,Sheila,Mayor,156,218,Elected,Yes,Yes,No
Conmee Tp,Arnold,Grant,Local Councillor,166,759,Elected,Yes,Yes,No
Conmee Tp,Halvorsen,David,Local Councillor,121,759,Elected,No,No,No
Conmee Tp,Kresack,Christopher Allen,Local Councillor,129,759,Elected,No,No,No
Conmee Tp,Maxwell,David,Local Councillor,146,759,Elected,No,No,No
Cornwall C,Towndale,Justin,Mayor,5169,,Elected,Yes,No,No
Cornwall C,Good,Sarah,Local Councillor,5478,,Elected,No,No,No
Cornwall C,Hébert,Carilyne,Local Councillor,4439,,Elected,Yes,Yes,No
Cornwall C,MacDonald,Elaine,Local Councillor,3880,,Elected,Yes,Yes,No
Cornwall C,Hollingsworth,Dean,Local Councillor,3480,,Elected,Yes,Yes,No
Cornwall C,Bennett,Todd,Local Councillor,3312,,Elected,Yes,Yes,No
Cornwall C,Dupelle,Maurice,Local Councillor,3302,,Elected,Yes,Yes,No
Cornwall C,McIntosh,Claude,Local Councillor,3217,,Elected,Yes,Yes,No
Cornwall C,Sabourin,Denis,Local Councillor,2859,,Elected,No,No,No
Cornwall C,Gardiner,Syd,Local Councillor,2738,,Elected,Yes,Yes,No
Cornwall C,Ngoundjo,Fred,Local Councillor,2719,,Elected,No,No,No
Cramahe Tp,Martin,Mandy,Mayor,,,Acclaimed,Yes,Yes,No
Cramahe Tp,Hamilton,Sherry,Local Councillor,731,3486,Elected,No,No,No
Cramahe Tp,Schriver,Joel,Local Councillor,609,3486,Elected,No,No,No
Cramahe Tp,Van Egmond,Edward,Local Councillor,664,3486,Elected,Yes,Yes,No
Cramahe Tp,Arthur,Sandra,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Dawn-Euphemia Tp,Broad,Alan,Mayor,,,Acclaimed,Yes,Yes,No
Dawn-Euphemia Tp,Gray,Ann,Local Councillor,,,Acclaimed,Yes,Yes,No
Dawn-Euphemia Tp,McGuire,Mark,Local Councillor,,,Acclaimed,Yes,Yes,No
Dawn-Euphemia Tp,Meyer,Jason,Local Councillor,,,Acclaimed,Yes,Yes,No
Dawn-Euphemia Tp,LeBoeuf,Paul,Local Councillor,,,Acclaimed,No,No,No
Dawson Tp,Hartnell,Douglas,Mayor,,,Acclaimed,Yes,No,No
Dawson Tp,Langner,Bill,Local Councillor,78,112,Elected,Yes,No,
Dawson Tp,Larocque,Cory,Local Councillor,57,112,Elected,Yes,Yes,
Dawson Tp,Sands,Brent,Local Councillor,51,112,Elected,Yes,Yes,
Dawson Tp,Kempf,Lewis,Local Councillor,57,112,Elected,No,No,
Deep River T,Doncaster,Glenn,Reeve (Not Head Of Council),949,,Elected,Yes,Yes,No
Deep River T,D'Eon,Suzanne,Mayor,,,Acclaimed,Yes,Yes,No
Deep River T,Fitton,William,Local Councillor,1109,,Elected,Yes,Yes,No
Deep River T,Hughes,Kathy,Local Councillor,1001,,Elected,Yes,Yes,No
Deep River T,Giardini,Christina Louise,Local Councillor,995,,Elected,Yes,Yes,No
Deep River T,Vaughan,Tom,Local Councillor,991,,Elected,No,No,No
Deep River T,Myers,Terry,Local Councillor,990,,Elected,Yes,Yes,No
Deseronto T,Johnston,Dan,Mayor,,,Acclaimed,Yes,Yes,No
Deseronto T,Clark,Norman,Local Councillor,167,743,Elected,Yes,Yes,Yes
Deseronto T,Smith,Kevin,Local Councillor,149,743,Elected,Yes,Yes,Yes
Deseronto T,Zieman,Jamie,Local Councillor,126,743,Elected,No,No,Yes
Deseronto T,Everhardus,Steven,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Dorion Tp,Beatty,Robert,Reeve,,,Acclaimed,Yes,Yes,No
Dorion Tp,Mehagan,Jeffrey,Local Councillor,,,Acclaimed,Yes,Yes,No
Dorion Tp,Harris Shallow,Deborah,Local Councillor,,,Acclaimed,Yes,Yes,No
Dorion Tp,Penner,Darren,Local Councillor,,,Acclaimed,No,No,No
Dorion Tp,Cadeau,Brent,Local Councillor,,,Acclaimed,No,No,No
Douro-Dummer Tp,Watson,Heather,Mayor,1501,2669,Elected,Yes,No,No
Douro-Dummer Tp,Johnston,Ray,Local Councillor,530,1341,Elected,No,No,No
Douro-Dummer Tp,Vervoort,Adam,Local Councillor,703,1328,Elected,No,No,No
Douro-Dummer Tp,Watt,Tom,Local Councillor,,,Acclaimed,Yes,Yes,No
Douro-Dummer Tp,Nelson,Harold,Deputy Mayor,1499,2669,Elected,No,No,No
Drummond-North Elmsley Tp,Fournier,Steve,Reeve,,,Acclaimed,Yes,Yes,No
Drummond-North Elmsley Tp,Scissons,Ray,Local Councillor,,,Acclaimed,Yes,Yes,No
Drummond-North Elmsley Tp,Kehoe,Paul,Local Councillor,,,Acclaimed,Yes,Yes,No
Drummond-North Elmsley Tp,Matheson,John,Local Councillor,,,Acclaimed,Yes,Yes,No
Drummond-North Elmsley Tp,Coutts,Paul,Local Councillor,,,Acclaimed,Yes,Yes,No
Dryden C,Harrison,Jack,Mayor,1618,2344,Elected,No,No,No
Dryden C,MacKinnon,Martin,Local Councillor,1608,11457,Elected,Yes,Yes,No
Dryden C,Price,Michelle,Local Councillor,1791,11457,Elected,Yes,Yes,No
Dryden C,Kiewning,Catherine,Local Councillor,1319,11457,Elected,No,No,No
Dryden C,Latham,Bill,Local Councillor,1423,11457,Elected,No,No,No
Dryden C,Noel,Ritch,Local Councillor,1494,11457,Elected,No,No,No
Dryden C,Tardiff,Bryan,Local Councillor,1633,11457,Elected,No,No,No
Dubreuilville Tp,Nantel,Beverly,Mayor,,,Acclaimed,Yes,Yes,No
Dubreuilville Tp,Hemphill,Julila,Local Councillor,70,320,Elected,No,No,No
Dubreuilville Tp,Lévesque,Krystel,Local Councillor,70,320,Elected,No,No,No
Dubreuilville Tp,Lévesque,Luc,Local Councillor,68,320,Elected,Yes,Yes,No
Dubreuilville Tp,Perth,Hélène,Local Councillor,72,320,Elected,Yes,Yes,No
Dutton-Dunwich M,Hentz,Mike,Mayor,716,1009,Elected,Yes,No,No
Dutton-Dunwich M,Drouillard,Amarilis,Local Councillor,363,894,Elected,Yes,Yes,No
Dutton-Dunwich M,Pemberton,Corey,Local Councillor,221,438,Elected,No,No,Yes
Dutton-Dunwich M,Dryfhout,Henry,Local Councillor,467,894,Elected,No,No,No
Dutton-Dunwich M,Loveland,Ken,Deputy Mayor,,,Acclaimed,Yes,No,No
Dysart et al Tp,Fearrey,Murray,Mayor,,,Acclaimed,No,No,No
