Organization,District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Legislative Assembly of Alberta,Edmonton-McClung,MLA,Lorne Dach,Lorne,Dach,,Alberta New Democratic Party,Edmonton.McClung@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0842.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0842&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"#301, 6650 - 177 Street, Edmonton, AB, Canada",1 780 408-1860,1 780 408-1864,,,,
Legislative Assembly of Alberta,Edmonton-Meadows,MLA,Jasvir Deol,Jasvir,Deol,,Alberta New Democratic Party,Edmonton.Meadows@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0909.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0909&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB",1 780 415-1800,1 780 415-0701,constituency,"Unit 204B, 3323 - 34 Street NW, Edmonton, AB, Canada",1 780 466-3737,1 780 468-3359,,,,
Legislative Assembly of Alberta,Edmonton-Mill Woods,MLA,Christina Gray,Christina,Gray,,Alberta New Democratic Party,Edmonton.Millwoods@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0848.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0848&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"3448 - 93 Street, Edmonton, AB, Canada",1 780 414-1000,1 780 414-1278,,,,
Legislative Assembly of Alberta,Edmonton-North West,MLA,David Eggen,David,Eggen,,Alberta New Democratic Party,Edmonton.Northwest@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0757.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0757&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB",1 780 415-1800,1 780 415-0701,constituency,"Unit A, 10212 - 127 Avenue, Edmonton, AB, Canada",1 780 451-2345,1 780 451-2344,,,,
Legislative Assembly of Alberta,Edmonton-Riverview,MLA,Lori Sigurdson,Lori,Sigurdson,,Alberta New Democratic Party,Edmonton.Riverview@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0875.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0875&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"9202B - 149 Street, Edmonton, AB, Canada",1 780 414-0719,,,,,
Legislative Assembly of Alberta,Edmonton-Rutherford,MLA,Richard Feehan,Richard,Feehan,,Alberta New Democratic Party,Edmonton.Rutherford@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0844.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0844&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"308 Saddleback Road, Edmonton, AB, Canada",1 780 414-1311,1 780 414-1314,,,,
Legislative Assembly of Alberta,Edmonton-South,MLA,Thomas Dang,Thomas,Dang,,Alberta New Democratic Party,Edmonton.South@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0843.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0843&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"202, 856 - 119 Street SW, Edmonton, AB, Canada",1 780 643-9153,1 780 540-8441,,,,
Legislative Assembly of Alberta,Edmonton-South West,MLA,Kaycee Madu,Kaycee,Madu,,United Conservative Party,Edmonton.SouthWest@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0927.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0927&legl=30&from=mla_home,,,,,,,legislature,"424 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 427-2339,1 780 422-6621,constituency,"5160 Windermere Boulevard, Edmonton, AB, Canada",1 780 415-8692,1 780 415-8693,,,,
Legislative Assembly of Alberta,Edmonton-Strathcona,MLA,Rachel Notley,Rachel,Notley,,Alberta New Democratic Party,Edmonton.Strathcona@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0791.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0791&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"Strathcona Professional Centre, #101, 10328 - 81 Avenue NW, Edmonton, AB, Canada",1 780 414-0702,,,,,
Legislative Assembly of Alberta,Edmonton-West Henday,MLA,Jon Carson,Jon,Carson,,Alberta New Democratic Party,Edmonton.WestHenday@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0837.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0837&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"#103, 14020 - 128 Avenue, Edmonton, AB, Canada",1 780 414-0711,1 780 414-0713,,,,
Legislative Assembly of Alberta,Edmonton-Whitemud,MLA,Rakhi Pancholi,Rakhi,Pancholi,,Alberta New Democratic Party,Edmonton.Whitemud@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0911.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0911&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"#203, 596 Riverbend Square, Edmonton, AB, Canada",1 780 413-5970,1 780 413-5971,,,,
Legislative Assembly of Alberta,Fort McMurray-Lac La Biche,MLA,Laila Goodridge,Laila,Goodridge,,United Conservative Party,FortMcMurray.LacLaBiche@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0907.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0907&legl=30&from=mla_home,,,,,,,legislature,"513E Legislature Building, 10800-97 Avenue, Edmonton, AB, Canada",1 780 643-3884,1 780 638-3506,constituency,"Suite 107, 10110 Fraser Avenue, Fort McMurray, AB, Canada",1 780 588-7979,,,,,
Legislative Assembly of Alberta,Fort McMurray-Wood Buffalo,MLA,Tany Yao,Tany,Yao,,United Conservative Party,FortMcMurray.WoodBuffalo@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0899.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0899&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 644-7129,1 780 638-3506,constituency,"Suite #102, 9912 Franklin Avenue, Fort McMurray, AB, Canada",1 780 790-6014,,,,,
Legislative Assembly of Alberta,Fort Saskatchewan-Vegreville,MLA,Jackie Armstrong-Homeniuk,Jackie,Armstrong-Homeniuk,,United Conservative Party,FortSaskatchewan.Vegreville@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0914.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0914&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3157,1 780 638-3506,constituency,"Box 451, 4927 - 51 Avenue, Vegreville, AB, Canada",1 780 632-6840,,,,,
Legislative Assembly of Alberta,Grande Prairie,MLA,Tracy Allard,Tracy,Allard,,United Conservative Party,GrandePrairie@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0912.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0912&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 587 404-9528,1 780 638-3506,constituency,"#207, 10605 West Side Drive, Grande Prairie, AB, Canada",1 780 538-1800,1 780 538-1802,,,,
Legislative Assembly of Alberta,Grande Prairie-Wapiti,MLA,Travis Toews,Travis,Toews,,United Conservative Party,GrandePrairie.Wapiti@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0948.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0948&legl=30&from=mla_home,,,,,,,legislature,"208 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 415-4855,,constituency,"15602C - 102 Street, Grande Prairie, AB, Canada",1 825 412-2050,1 780 539-0628,,,,
Legislative Assembly of Alberta,Highwood,MLA,R.J. Sigurdson,R.J.,Sigurdson,,United Conservative Party,Highwood@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0945.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0945&legl=30&from=mla_home,,,,,,,legislature,"503E Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 638-3156,1 780 638-3506,constituency,"Unit 5, 49 Elizabeth Street, Box 568, Okotoks, AB, Canada",1 403 995-5488,1 403 995-5490,,,,
Legislative Assembly of Alberta,Innisfail-Sylvan Lake,MLA,Devin Dreeshen,Devin,Dreeshen,,United Conservative Party,Innisfail.SylvanLake@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0908.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0908&legl=30&from=mla_home,,,,,,,legislature,"229 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 427-2137,1 780 422-6035,constituency,"5027 - 49 Street, Innisfail, AB, Canada",1 403 865-7580,1 403 865-7585,,,,
Legislative Assembly of Alberta,Lac Ste. Anne-Parkland,MLA,Shane Getson,Shane,Getson,,United Conservative Party,LacSteAnne.Parkland@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0917.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0917&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3021,1 780 638-3506,constituency,"#18, 4708 Lac Ste. Anne Trail North, P.O. Box 248 Onoway PO"""", Onoway, AB, Canada",1 780 967-0760,1 780 967-4338,,,,
Legislative Assembly of Alberta,Lacombe-Ponoka,MLA,Ronald Orr,Ronald,Orr,,United Conservative Party,Lacombe.Ponoka@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0893.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0893&legl=30&from=mla_home,,,,,,,legislature,"503B Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 638-3275,1 780 638-3506,constituency,"#101, 4892 - 46 Street, Lacombe, AB, Canada",1 403 782-7725,,,,,
Legislative Assembly of Alberta,Leduc-Beaumont,MLA,Brad Rutherford,Brad,Rutherford,,United Conservative Party,Leduc.Beaumont@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0938.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0938&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3171,1 780 638-3506,constituency,"#106, 6202 - 29 Avenue, Beaumont, AB, Canada",1 780 929-3290,1 780 929-7881,,,,
Legislative Assembly of Alberta,Lesser Slave Lake,MLA,Pat Rehn,Pat,Rehn,,Independent,Lesser.SlaveLake@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0934.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0934&legl=30&from=mla_home,,,,,,,legislature,"Room 3015, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-2818,,constituency,"12 Poplar Drive, Visitor Information Centre, Slave Lake, AB, Canada",1 825 219-1000,1 780 849-4132,,,,
Legislative Assembly of Alberta,Lethbridge-East,MLA,Nathan Neudorf,Nathan,Neudorf,,United Conservative Party,Lethbridge.East@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0930.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0930&legl=30&from=mla_home,,,,,,,legislature,"503D Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 643-1034,1 780 638-3506,constituency,"#10, 550 WT Hill Blvd. South, Lethbridge, AB, Canada",1 403 320-1011,1 403 328-6613,,,,
Legislative Assembly of Alberta,Lethbridge-West,MLA,Shannon Phillips,Shannon,Phillips,,Alberta New Democratic Party,Lethbridge.West@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0867.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0867&legl=30&from=mla_home,,,,,,,legislature,"5th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 415-1800,1 780 415-0701,constituency,"#110, 410 Stafford Dr. S., Lethbridge, AB, Canada",1 403 329-4644,1 587 425-5869,,,,
Legislative Assembly of Alberta,Livingstone-Macleod,MLA,Roger Reid,Roger,Reid,,United Conservative Party,Livingstone.Macleod@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0935.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0935&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-1241,1 780 638-3506,constituency,"618 Center Street SE, High River, AB, Canada",1 825 212-2000,1 403 652-3486,,,,
Legislative Assembly of Alberta,Maskwacis-Wetaskiwin,MLA,Rick Wilson,Rick,Wilson,,United Conservative Party,Maskwacis.Wetaskiwin@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0953.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0953&legl=30&from=mla_home,,,,,,,legislature,"104 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 422-4144,1 780 638-4052,constituency,"5019 - 50 Street, Wetaskiwin, AB, Canada",1 780 360-8003,1 780 312-1882,,,,
Legislative Assembly of Alberta,Morinville-St. Albert,MLA,Dale Nally,Dale,Nally,,United Conservative Party,Morinville.StAlbert@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0929.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0929&legl=30&from=mla_home,,,,,,,legislature,"319 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 427-0265,,constituency,"9805 - 100 Street, Morinville, AB, Canada",1 780 572-6161,1 780 572-6162,,,,
Legislative Assembly of Alberta,Olds-Didsbury-Three Hills,MLA,Nathan Cooper,Nathan,Cooper,,United Conservative Party,OldsDidsbury.ThreeHills@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0885.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0885&legl=30&from=mla_home,,,,,,,legislature,"325 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 427-2464,1 780 422-9553,constituency,"Box 3909, 4905 B - 50 Avenue, Olds, AB, Canada",1 403 556-3132,,,,,
Legislative Assembly of Alberta,Peace River,MLA,Dan Williams,Dan,Williams,,United Conservative Party,Peace.River@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0952.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0952&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3019,1 780 638-3506,constituency,"10013 - 101 Avenue, P.O. Box 2793, La Crete, AB, Canada",1 780 928-5100,,,,,
Legislative Assembly of Alberta,Red Deer-North,MLA,Adriana LaGrange,Adriana,LaGrange,,United Conservative Party,RedDeer.North@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0924.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0924&legl=30&from=mla_home,,,,,,,legislature,"228 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 427-5010,1 780 427-5018,constituency,"#202, 5913 - 50 Avenue, Red Deer, AB, Canada",1 403 342-2263,,,,,
Legislative Assembly of Alberta,Red Deer-South,MLA,Jason Stephan,Jason,Stephan,,United Conservative Party,RedDeer.South@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0947.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0947&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3176,1 780 638-3506,constituency,"201, 4327 - 54 Avenue, Red Deer, AB, Canada",1 403 340-3565,1 403 340-5977,,,,
Legislative Assembly of Alberta,Rimbey-Rocky Mountain House-Sundre,MLA,Jason Nixon,Jason,Nixon,,United Conservative Party,Rimbey.RockyMountainhouse.Sundre@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0892.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0892&legl=30&from=mla_home,,,,,,,legislature,"323 Legislature Building, 10800 - 97 Avenue NW, Edmonton, AB, Canada",1 780 427-2391,1 780 422-6259,constituency,"Box 1547, 101 - 6 Street SW, Sundre, AB, Canada",1 403 638-5029,1 403 638-2685,,,,
Legislative Assembly of Alberta,Sherwood Park,MLA,Jordan Walker,Jordan,Walker,,United Conservative Party,Sherwood.Park@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0951.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0951&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3017,1 780 638-3506,constituency,"Athabasca Professional Building, #105, 80 Chippewa Road, Sherwood Park, AB, Canada",1 780 417-4747,1 780 417-4748,,,,
Legislative Assembly of Alberta,Spruce Grove-Stony Plain,MLA,Searle Turton,Searle,Turton,,United Conservative Party,SpruceGrove.StonyPlain@assembly.ab.ca,https://www.assembly.ab.ca/images/default-source/members/mla-photos/ph-mla0950.jpg,https://www.assembly.ab.ca/members/members-of-the-legislative-assembly/member-information?mid=0950&legl=30&from=mla_home,,,,,,,legislature,"6th Floor, 9820 - 107 Street, Edmonton, AB, Canada",1 780 638-3144,1 780 638-3506,constituency,"210 McLeod Avenue, Suite 60, Spruce Grove, AB, Canada",1 780 962-6606,1 780 962-1568,,,,
